Company,Year_term,Lighting_Fixed rate lighting (MWh),Lighting_Meter rate lighting A/B (MWh),Lighting_Meter rate lighting C (MWh),Lighting_Temporary power (MWh),Lighting_Agricultural power (MWh),Lighting_Public street lighting (MWh),Lighting_Total Lighting - optional contracs (MWh),Lighting_Total Lighting - optional contracs2 (MWh),Lighting_Total Lighting (MWh),Power_Commercial use power - optional contracts (MWh),Power_Commercial use power (MWh),Power_Small use power_Low voltage power - optipnal contracts (MWh),Power_Small use power_Low voltage power (MWh),Power_Small use power_High voltage power A - optinal contracts (MWh),Power_Small use power_High voltage power A (MWh),Power_Small use power_Total Small use power - optional contracts (MWh),Power_Small use power_Total Small use power (MWh),Power_High voltage power B - optional contracts (MWh),Power_High voltage power B (MWh),Power_Other power services_Temporary power (MWh),Power_Other power services_Agricultural power (MWh),Power_Other power services_Construction power (MWh),Power_Other power services_Business use power (MWh),Power_Other power services_High voltage power B - optional contracts (MWh),Power_Other power services_High voltage power B (MWh),Power_Other power services_Commercial use power (MWh),Power_Other power services_High voltage power A/B (MWh),Power_Other power services_Other power services - optional contracts (MWh),Power_Other power services_Total Other power services (MWh),Power_Total Power - optional contracts (MWh),Power_Total Power (MWh),Total of Lighting and Power (MWh),Specific scale demands (MWh),Total Electricity sales (MWh)
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_小口電力計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計,特定規模需要,販売電力合計
Chubu,200811,8536,1698587,509242,6959,60,87213,371689,371689,2682286,,,28475,326296,,,,,,,2854,1594,3,714,,,,,132926,138091,161401,464387,3146673,7063482,10210155
Hokuriku,200811,1526,309901,100204,2482,0,22934,163640,163640,600687,,,10061,72694,,,,,,,1168,358,0,176,,,,,20771,22473,30832,95167,695854,1537373,2233227
Kansai,200811,9342,2452903,442475,6896,,104568,672918,672918,3689102,,,,358541,,,,,,,1702,1301,5,842,,,,,67743,71593,67743,430134,4119236,7166405,11285641
Chugoku,200811,4055,866031,99937,2120,3,37599,420559,420559,1430304,,,,133605,,,,,,,517,1296,29,424,,,,,52501,54767,52501,188372,1618676,3213571,4832247
Shikoku,200811,1364,453822,66724,1114,,21025,139144,139144,683193,,,13718,82376,,,,,,,273,712,23,369,,,,,45931,47308,59649,129684,812877,1346809,2159686
Kyushu,200811,6615,1331694,268992,4091,24,57718,461216,461216,2130350,,,47445,312816,,,,,,,1249,7715,8,744,,,,,52934,62650,100379,375466,2505816,4104000,6609816
Okinawa,200811,155,225703,,618,,5540,23502,23502,255518,107536,204581,,49283,,,,,,,98,778,63,673,,,204581,63039,2233,271465,122443,320748,576266,96075,672341
Hokkaido,200810,3446,572029,111993,4067,,49890,113012,113012,854437,,,1416,109592,,,,,,,4497,503,34,494,,,,,13673,19201,15089,128793,983230,1567322,2550552
Tohoku,200810,6727,1203703,256160,6996,,61416,219737,219737,1754739,,,15342,264894,,,,,,,2388,1582,44,570,,,,,45744,50328,61086,315222,2069961,4510415,6580376
Tokyo,200810,19170,4833455,1131751,21377,,209343,656254,656254,6871349,,,,753222,,,,,,,4589,4264,254,2114,,,,,104197,115418,104197,868640,7739989,15622224,23362213
Chubu,200810,7973,1648221,493339,6244,45,78194,330525,330525,2564541,,,28062,395891,,,,,,,2156,2943,11,681,,,,,106197,111988,134259,507879,3072420,7795048,10867468
Hokuriku,200810,1424,280059,94309,2263,0,20652,126455,126455,525162,,,11188,81868,,,,,,,1351,1399,0,122,,,,,17131,20009,28319,101877,627039,1639575,2266614
Kansai,200810,8809,2403092,426644,6207,,93559,590298,590298,3528609,,,,449648,,,,,,,2216,3108,4,836,,,,,53093,59257,53093,508905,4037514,7837937,11875451
Chugoku,200810,3829,807883,93645,1735,7,33592,346988,346988,1287679,,,,161267,,,,,,,506,4838,32,411,,,,,39717,45504,39717,206771,1494450,3514152,5008602
Shikoku,200810,1292,470675,68151,972,,19194,124336,124336,684620,,,14874,107630,,,,,,,298,1543,49,361,,,,,37846,40097,52720,147727,832347,1440592,2272939
Kyushu,200810,6154,1403450,274531,3869,56,52783,415663,415663,2156506,,,51597,409095,,,,,,,1261,15461,8,800,,,,,43175,60705,94772,469800,2626306,4551304,7177610
Okinawa,200810,146,243814,,603,,4927,21539,21539,271029,110675,216001,,56359,,,,,,,102,854,59,773,,,216001,62098,1719,281606,124962,337965,608994,111178,720172
Hokkaido,200809,3352,575138,112545,3679,,47298,99938,99938,841950,,,1789,116719,,,,,,,783,1651,30,478,,,,,8983,11925,10772,128644,970594,1610579,2581173
Tohoku,200809,6561,1231790,255664,6411,,57622,202023,202023,1760071,,,15452,281724,,,,,,,1009,10209,48,561,,,,,38357,50184,53809,331908,2091979,4677369,6769348
Tokyo,200809,18548,5589676,1213106,21468,,196798,665174,665174,7704770,,,,1013368,,,,,,,5530,23266,320,2200,,,,,86680,117997,86680,1131365,8836135,16874622,25710757
Chubu,200809,7734,1906611,523655,6269,42,73955,329862,329862,2848128,,,29237,526202,,,,,,,2034,8073,13,673,,,,,86292,97085,115529,623287,3471415,8357250,11828665
Hokuriku,200809,1373,322241,102379,2158,0,19463,122090,122090,569704,,,12440,111895,,,,,,,1077,2017,0,225,,,,,14530,17849,26970,129744,699448,1709602,2409050
Kansai,200809,8588,2923492,449967,6636,,87639,602025,602025,4078347,,,,627690,,,,,,,2608,10725,3,1086,,,,,42679,57101,42679,684791,4763138,8443548,13206686
Chugoku,200809,3733,962257,99310,1827,6,32061,356664,356664,1455858,,,,221253,,,,,,,474,6688,36,460,,,,,33545,41203,33545,262456,1718314,3826089,5544403
Shikoku,200809,1268,569169,72907,1046,,18655,126531,126531,789576,,,16730,150333,,,,,,,323,6052,51,408,,,,,31844,38678,48574,189011,978587,1543370,2521957
Kyushu,200809,5953,1639067,286900,3908,406,50335,413900,413900,2400469,,,54920,523551,,,,,,,1308,19353,11,850,,,,,36625,58147,91545,581698,2982167,4874201,7856368
Okinawa,200809,143,260164,,564,,4742,20530,20530,286143,118834,225169,,61391,,,,,,,158,1139,55,805,,,225169,65434,1553,294313,133629,355704,641847,114814,756661
Hokkaido,200808,3246,601280,118173,3556,,44600,102957,102957,873812,,,1942,126376,,,,,,,1481,5996,31,498,,,,,9465,17471,11407,143847,1017659,1598214,2615873
Tohoku,200808,6358,1432128,292878,6649,,55391,222875,222875,2016279,,,17570,340019,,,,,,,925,28335,61,569,,,,,41749,71639,59319,411658,2427937,4834412,7262349
Tokyo,200808,17817,7002378,1443507,23236,,186598,752361,752361,9425896,,,,1310315,,,,,,,6658,79195,307,3726,,,,,90921,180807,90921,1491122,10917019,17494137,28411156
Chubu,200808,7479,2478989,629712,6661,15,70634,389351,389351,3582841,,,34129,699183,,,,,,,2213,17233,15,722,,,,,92459,112642,126588,811825,4394666,8386970,12781636
Hokuriku,200808,1333,386410,113643,2102,0,18566,130187,130187,652241,,,13446,135178,,,,,,,790,4795,0,224,,,,,13871,19680,27317,154858,807099,1766947,2574046
Kansai,200808,8345,3860407,528944,7271,,84501,713947,713947,5203415,,,,831268,,,,,,,2734,17111,5,1469,,,,,44359,65678,44359,896946,6100361,8851781,14952142
Chugoku,200808,3632,1258845,114557,2115,3,31276,421205,421205,1831633,,,,295328,,,,,,,516,5674,45,485,,,,,33676,40396,33676,335724,2167357,3960289,6127646
Shikoku,200808,1237,722149,80863,1110,,17884,145108,145108,968351,,,17704,187968,,,,,,,374,11707,39,394,,,,,31088,43602,48792,231570,1199921,1651393,2851314
Kyushu,200808,5737,2079893,322603,4310,629,48184,468323,468323,2929679,0,0,61135,672806,,,,,,,1351,28160,19,902,,,0,0,35760,66192,96895,738998,3668677,5131110,8799787
Okinawa,200808,138,288791,,591,,4520,21058,21058,315098,119610,238820,,68841,,,,,,,603,1330,62,851,,,238820,67277,1568,310511,134343,379352,694450,117724,812174
Hokkaido,200807,3179,540912,107471,2890,,42340,100285,100285,797077,,,1610,104462,,,,,,,422,6838,31,482,,,,,10505,18278,12115,122740,919817,1510108,2429925
Tohoku,200807,6198,1103644,236391,5177,,51513,184999,184999,1587922,,,14404,238930,,,,,,,785,29549,47,523,,,,,41542,72446,55946,311376,1899298,4804297,6703595
Tokyo,200807,17364,5065447,1159009,25903,,180230,626163,626163,7074116,,,,881784,,,,,,,5015,65073,315,3026,,,,,102539,175966,102539,1057750,8131866,16779433,24911299
Chubu,200807,7311,1657213,485425,5573,14,67374,309584,309584,2532494,,,28381,431272,,,,,,,1807,10684,21,638,,,,,104232,117382,132613,548654,3081148,8543006,11624154
Hokuriku,200807,1295,307835,98679,1672,0,17706,119958,119958,547145,,,12011,100511,,,,,,,767,3697,0,180,,,,,16168,20812,28179,121323,668468,1876528,2544996
Kansai,200807,8199,2562587,425373,5462,,79586,569909,569909,3651116,,,,531613,,,,,,,2014,9257,7,1477,,,,,50894,63649,50894,595262,4246378,8595473,12841851
Chugoku,200807,3580,866566,95325,1577,3,29302,344131,344131,1340484,,,,185090,,,,,,,414,3119,27,361,,,,,39882,43803,39882,228893,1569377,3701161,5270538
Shikoku,200807,1213,500612,68200,796,,16915,119522,119522,707258,,,14514,123248,,,,,,,266,5286,29,352,,,,,36384,42317,50898,165565,872823,1725786,2598609
Kyushu,200807,5601,1523609,278115,3376,405,46327,406161,406161,2263594,,,51626,473429,,,,,,,1081,21034,18,811,,,,,42288,65232,93914,538661,2802255,4741321,7543576
Okinawa,200807,130,253291,,511,,4299,18468,18468,276699,108188,214427,,61047,,,,,,,319,493,53,835,,,214427,61301,1536,278964,122017,340011,616710,119016,735726
Hokkaido,200806,3353,524844,103559,2346,,45794,110692,110692,790588,,,1410,90051,,,,,,,344,7063,38,569,,,,,16805,24819,18215,114870,905458,1466341,2371799
Tohoku,200806,6470,1141387,243836,4757,,56560,205907,205907,1658917,,,14243,207367,,,,,,,864,39350,40,584,,,,,51287,92125,65530,299492,1958409,4496781,6455190
Tokyo,200806,18368,4304066,1018931,18413,,189821,562800,562800,6112399,,,,637370,,,,,,,4190,58024,260,2079,,,,,111836,176389,111836,813760,6926158,15561283,22487441
Chubu,200806,7662,1431114,441047,4951,23,72469,288379,288379,2245645,,,25177,312759,,,,,,,1645,9321,0,638,,,,,116410,128014,141587,440773,2686418,7803749,10490167
Hokuriku,200806,1359,270668,91713,1428,0,19080,122716,122716,506964,,,10735,73851,,,,,,,574,5275,0,174,,,,,19363,25386,30098,99237,606201,1625868,2232069
Kansai,200806,8530,2084796,377541,5152,,84489,525571,525571,3086079,,,,354393,,,,,,,1695,7968,4,1104,,,,,58310,69081,58310,423474,3509553,7851218,11360771
Chugoku,200806,3718,783981,93538,1384,3,32267,350839,350839,1265730,,,,137607,,,,,,,345,3151,29,373,,,,,49061,52959,49061,190566,1456296,3448877,4905173
Shikoku,200806,1266,421762,63118,672,,18627,115246,115246,620691,,,14115,89067,,,,,,,265,3796,27,341,,,,,42204,46633,56319,135700,756391,1478532,2234923
Kyushu,200806,5892,1282436,259996,2687,19,49601,399365,399365,1999996,0,0,47753,344713,,,,,,,1033,12578,15,750,,,0,0,50333,64709,98086,409422,2409418,4301345,6710763
Okinawa,200806,141,210137,,453,,4714,17665,17665,233110,95244,179508,,46154,,,,,,,190,604,40,719,,,179508,58528,2037,241626,109239,287780,520890,106076,626966
Hokkaido,200805,3471,653536,126109,1988,,49496,152589,152589,987189,,,2436,108994,,,,,,,445,3064,50,720,,,,,32496,36775,34932,145769,1132958,1422939,2555897
Tohoku,200805,6616,1376645,282827,4787,,60802,271210,271210,2002887,,,15672,237040,,,,,,,1482,29428,63,669,,,,,66393,98035,82065,335075,2337962,4322132,6660094
Tokyo,200805,19032,5311604,1221692,17987,,206924,690141,690141,7467381,,,,697872,,,,,,,4869,63961,236,1612,,,,,149551,220229,149551,918101,8385482,14463255,22848737
Chubu,200805,7892,1741828,516272,4988,33,77324,356308,356308,2704645,,,28427,337468,,,,,,,2069,9983,0,740,,,,,157995,170787,186422,508255,3212900,7292125,10505025
Hokuriku,200805,1401,312323,101149,1393,,20423,154617,154617,591306,,,10801,75315,,,,,,,708,7903,0,176,,,,,24042,32829,34843,108144,699450,1560184,2259634
Kansai,200805,8776,2528241,438553,5842,,92453,661337,661337,3735202,,,,359669,,,,,,,2028,6023,3,1186,,,,,81086,90326,81086,449995,4185197,7403864,11589061
Chugoku,200805,3809,829553,94300,1350,3,33302,389437,389437,1351754,,,,124247,,,,,,,352,2126,37,363,,,,,57690,60568,57690,184815,1536569,3277012,4813581
Shikoku,200805,1295,480811,68900,697,,19022,140176,140176,710901,,,13132,84354,,,,,,,342,3464,23,330,,,,,54589,58748,67721,143102,854003,1419375,2273378
Kyushu,200805,6084,1335529,263249,2599,4,51762,444603,444603,2103830,0,0,45340,305964,,,,,,,1258,7646,16,720,,,0,0,64159,73799,109499,379763,2483593,4092004,6575597
Okinawa,200805,144,182119,,387,,4843,17428,17428,204921,82535,151602,,33079,,,,,,,156,625,30,651,,,151602,54974,2489,210527,96162,243606,448527,95662,544189
Hokkaido,200804,3751,610340,122291,1689,,54926,160341,160341,953338,,,3600,98100,,,,,,,309,53,65,1267,,,,,64725,66419,68325,164519,1117857,1526840,2644697
Tohoku,200804,7020,1371343,279921,4306,,66074,307202,307202,2035866,,,13180,231979,,,,,,,2345,4717,71,690,,,,,69647,77470,82827,309449,2345315,4415835,6761150
Tokyo,200804,20668,5549312,1243327,19346,,226979,700868,700868,7760499,,,,713849,,,,,,,5480,8466,189,1687,,,,,158208,174030,158208,887879,8648378,14891977,23540356
Chubu,200804,8445,1777491,510482,5216,36,85023,360459,360459,2747152,,,24148,336180,,,,,,,2293,4193,0,777,,,,,175064,182327,199212,518507,3265659,7383285,10648944
Hokuriku,200804,1507,350079,109756,1622,0,22533,189125,189125,674622,,,9777,82058,,,,,,,903,3678,385,246,,,,,26690,31902,36467,113960,788582,1555832,2344414
Kansai,200804,9292,2568427,421647,6987,,99005,671974,671974,3777332,,,,352080,,,,,,,2284,1601,5,926,,,,,84668,89484,84668,441564,4218896,7275432,11494328
Chugoku,200804,4031,924277,99873,1764,4,36170,436425,436425,1502544,,,,136543,,,,,,,470,1441,38,380,,,,,63528,65857,63528,202400,1704944,3327031,5031975
Shikoku,200804,1369,516267,70543,900,,20441,154384,154384,763904,,,12086,85178,,,,,,,524,1642,27,342,,,,,59854,62389,71940,147567,911471,1370574,2282045
Kyushu,200804,6549,1456976,276409,3422,2,56268,494610,494610,2294236,0,0,41302,310597,,,,,,,1506,6366,17,715,,,0,0,82327,90931,123629,401528,2695764,4091058,6786822
Okinawa,200804,152,172928,,438,,5261,17339,17339,196118,78473,145744,,26234,,,,,,,85,504,31,589,,,145744,54352,2637,203942,92467,230176,426294,84471,510765
Hokkaido,200803,3788,702433,140417,3632,,56450,198215,198215,1104935,,,5136,104244,,,,,,,473,26,79,1811,,,,,177854,180243,182990,284487,1389422,1599757,2989179
Tohoku,200803,7058,1600292,315450,7715,,67926,379756,379756,2378197,,,12875,275801,,,,,,,2416,2446,79,874,,,,,117455,123270,130330,399071,2777268,4649032,7426300
Tokyo,200803,20839,6078353,1286655,25165,,227018,736003,736003,8374033,,,,812762,,,,,,,7525,2706,130,1585,,,,,160225,172171,160225,984933,9358967,15136553,24495519
Chubu,200803,8486,2250075,600521,7136,121,86178,442635,442635,3395152,,,23605,452535,,,,,,,3962,3685,0,858,,,,,184909,193414,208514,645949,4041101,7885278,11926379
Hokuriku,200803,1485,401000,119784,2446,0,22514,218973,218973,766202,,,9721,97582,,,,,,,1274,1958,365,344,,,,,36954,40895,46675,138477,904679,1668131,2572810
Kansai,200803,9339,3219403,471781,10741,,100786,822185,822185,4634235,,,,472471,,,,,,,3437,1493,5,1057,,,,,92565,98557,92565,571028,5205263,7600568,12805831
Chugoku,200803,4059,1105468,108798,2919,11,36479,512495,512495,1770229,,,,174895,,,,,,,869,1397,47,407,,,,,69750,72470,69750,247365,2017594,3485847,5503441
Shikoku,200803,1377,601493,75236,1375,,21134,178019,178019,878634,,,12409,105954,,,,,,,795,816,13,365,,,,,64606,66595,77015,172549,1051183,1423249,2474432
Kyushu,200803,6566,1744997,305147,5650,1,56871,581625,581625,2700857,,,41001,395702,,,,,,,2545,7253,21,747,,,,,87136,97702,128137,493404,3194261,4251538,7445799
Okinawa,200803,152,201513,,675,,5433,21431,21431,229204,70127,133843,,23543,,,,,,,111,437,33,539,,,133843,50533,3310,188806,84001,212349,441553,84300,525853
Hokkaido,200802,4215,728327,143630,4689,,62696,214003,214003,1157560,,,5125,103472,,,,,,,633,9,84,1909,,,,,229243,231878,234368,335350,1492910,1610871,3103781
Tohoku,200802,7537,1706390,328378,8495,,75271,404776,404776,2530847,,,12675,295138,,,,,,,1973,1433,82,922,,,,,146521,150931,159196,446069,2976916,4725776,7702692
Tokyo,200802,22659,7535319,1522621,28606,,255864,869465,869465,10234534,,,,1007191,,,,,,,10230,3099,134,1843,,,,,180964,196270,180964,1203461,11437995,15751711,27189705
Chubu,200802,9104,2481168,638752,8515,217,95917,479820,479820,3713493,,,23263,495682,,,,,,,5185,2802,0,911,,,,,189733,198631,212996,694313,4407806,7958532,12366338
Hokuriku,200802,1624,458949,133090,2771,0,25452,244131,244131,866017,,,10531,112386,,,,,,,1472,864,420,300,,,,,43225,46281,53756,158667,1024684,1681477,2706161
Kansai,200802,9921,3511403,488265,10124,,111334,875730,875730,5006777,,,,515434,,,,,,,3528,1477,9,1065,,,,,94759,100838,94759,616272,5623049,7691978,13315027
Chugoku,200802,4308,1274892,119513,3569,15,40954,576558,576558,2019809,,,,202148,,,,,,,1008,983,43,443,,,,,75338,77815,75338,279963,2299772,3491239,5791011
Shikoku,200802,1459,678314,79257,1768,,22267,196561,196561,979626,,,11559,116006,,,,,,,738,829,15,391,,,,,68131,70104,79690,186110,1165736,1419550,2585286
Kyushu,200802,7088,1828989,309002,6440,2,61757,595081,595081,2808359,,,39304,414455,,,,,,,3252,6602,15,754,,,,,77856,88479,117160,502934,3311293,4182969,7494262
Okinawa,200802,161,189762,,719,,5814,20561,20561,217017,77240,144116,,22136,,,,,,,126,487,32,521,,,144116,52917,3041,201240,91377,223376,440393,76230,516623
Hokkaido,200801,4239,815800,153830,4890,,65016,232712,232712,1276487,,,4866,112408,,,,,,,638,20,101,1781,,,,,205534,208074,210400,320482,1596969,1577398,3174367
Tohoku,200801,7815,2021554,378401,9048,,78251,468767,468767,2963836,,,15330,319183,,,,,,,1733,1049,85,892,,,,,146855,150614,162185,469797,3433633,4637159,8070792
Tokyo,200801,23762,8138768,1630170,27197,,265881,939770,939770,11025549,,,,1012081,,,,,,,9171,3332,140,2306,,,,,198832,213781,198832,1225862,12251411,14709489,26960899
Chubu,200801,9187,2573935,657317,8166,272,97637,491014,491014,3837528,,,25174,469972,,,,,,,4554,2066,0,914,,,,,200343,207877,225517,677849,4515377,7435490,11950867
Hokuriku,200801,1727,482313,136073,2668,0,26004,248090,248090,896875,,,10864,105088,,,,,,,1158,308,371,279,,,,,39703,41819,50567,146907,1043782,1650991,2694773
Kansai,200801,10036,3794830,528127,9568,,117462,934451,934451,5394474,,,,499929,,,,,,,3217,1677,7,1049,,,,,105206,111156,105206,611085,6005559,7352176,13357735
Chugoku,200801,4713,1258748,114891,2928,16,41748,562015,562015,1985059,,,,179027,,,,,,,826,461,35,423,,,,,76411,78156,76411,257183,2242242,3407146,5649388
Shikoku,200801,1661,731210,84901,1585,,23888,206247,206247,1049492,,,13502,115853,,,,,,,470,908,16,380,,,,,74309,76083,87811,191936,1241428,1460456,2701884
Kyushu,200801,7354,2070919,344129,6089,1,63640,667464,667464,3159596,,,46633,427079,,,,,,,3147,6916,17,794,,,,,85109,95983,131742,523062,3682658,4135156,7817814
Okinawa,200801,182,204122,,681,,6028,23091,23091,234104,79459,148480,,27842,,,,,,,205,416,30,555,,,148480,56868,3271,209825,94393,237667,471771,80362,552133
Hokkaido,200712,4050,671287,134362,5488,,59049,183364,183364,1057600,,,3004,97921,,,,,,,730,62,72,1086,,,,,109060,111010,112064,208931,1266531,1498113,2764644
Tohoku,200712,7499,1446015,290859,8465,,69920,317323,317323,2140081,,,12299,235990,,,,,,,1326,636,61,671,,,,,78779,81473,91078,317463,2457544,4618938,7076482
Tokyo,200712,22457,6026552,1310776,27458,,241291,703343,703343,8331877,,,,789243,,,,,,,7345,2107,152,1160,,,,,153384,164147,153384,953391,9285267,14962903,24248170
Chubu,200712,9081,2075155,579567,8147,197,90441,392650,392650,3155238,,,23298,396971,,,,,,,4521,1638,0,808,,,,,167216,174183,190514,571154,3726392,7560012,11286404
Hokuriku,200712,1693,382575,116033,2900,0,23794,186456,186456,713451,,,9655,89096,,,,,,,1057,251,64,222,,,,,26809,28403,36464,117499,830950,1660650,2491600
Kansai,200712,10256,2939673,465258,9764,,107317,716254,716254,4248522,,,,411437,,,,,,,2942,1582,7,948,,,,,84738,90217,84738,501654,4750176,7401430,12151606
Chugoku,200712,4539,1054232,110244,2976,10,38902,454762,454762,1665665,,,,157142,,,,,,,726,345,33,413,,,,,65278,66795,65278,223937,1889602,3389569,5279171
Shikoku,200712,1609,538837,71945,1341,,21592,145818,145818,781142,,,12046,89294,,,,,,,343,916,16,368,,,,,56429,58072,68475,147366,928508,1455334,2383842
Kyushu,200712,6986,1608331,297001,5593,4,59268,500222,500222,2477405,,,41840,349665,,,,,,,2211,8139,9,739,,,,,68619,79717,110459,429382,2906787,4075475,6982262
Okinawa,200712,174,187504,,699,,5692,20725,20725,214794,81341,156464,,29420,,,,,,,212,634,29,599,,,156464,57465,2869,218272,95930,247692,462486,89011,551497
Hokkaido,200711,3956,660518,131311,5396,,56828,148455,148455,1006464,,,1376,102129,,,,,,,841,344,53,653,,,,,40529,42420,41905,144549,1151013,1485525,2636538
Tohoku,200711,7333,1376828,287748,8273,,68436,247550,247550,1996168,,,14226,227568,,,,,,,1321,839,32,594,,,,,59703,62489,73929,290057,2286225,4414627,6700852
Tokyo,200711,21844,5130742,1207866,25342,,234604,617550,617550,7237949,,,,678191,,,,,,,5594,1827,97,1695,,,,,133950,143163,133950,821354,8059303,14877347,22936650
Chubu,200711,8853,1678492,511181,7190,67,86857,313820,313820,2606460,,,24417,330606,,,,,,,3111,1573,0,722,,,,,137658,143064,162075,473670,3080130,7586220,10666350
Hokuriku,200711,1651,335088,107245,2881,0,23006,143873,143873,613744,,,10538,77460,,,,,,,1187,366,27,187,,,,,23157,24924,33695,102384,716128,1608124,2324252
Kansai,200711,10050,2433220,429336,7900,,103628,577855,577855,3561989,,,,361712,,,,,,,2180,1686,5,870,,,,,69550,74291,69550,436003,3997992,7340240,11338232
Chugoku,200711,4444,891715,104339,2345,6,37527,365915,365915,1406291,,,,136008,,,,,,,615,1137,31,415,,,,,55305,57503,55305,193511,1599802,3404046,5003848
Shikoku,200711,1587,470257,69730,1086,,21130,117331,117331,681121,,,13443,85262,,,,,,,229,971,14,350,,,,,47935,49499,61378,134761,815882,1386059,2201941
Kyushu,200711,6803,1343824,271299,4230,43,57098,385801,385801,2069098,,,45156,318847,,,,,,,1426,8077,8,731,,,,,54915,65157,100071,384004,2453102,4199697,6652799
Okinawa,200711,169,207852,,686,,5460,19187,19187,233354,96911,201056,,45376,,,,,,,251,894,37,686,,,201056,63638,2243,268805,111360,314181,547535,91933,639468
Hokkaido,200710,3700,570932,113347,4537,,50183,98602,98602,841301,,,1314,108530,,,,,,,3257,554,32,503,,,,,13288,17634,14602,126164,967465,1530817,2498282
Tohoku,200710,6929,1301421,275030,7235,,61406,193377,193377,1845398,,,15199,293996,,,,,,,2242,1498,27,560,,,,,47263,51590,62462,345586,2190984,4515184,6706168
Tokyo,200710,20257,4943566,1148559,23104,,207896,557427,557427,6900810,,,,829870,,,,,,,5199,4419,99,1781,,,,,102219,113717,102219,943587,7844397,15763592,23607988
Chubu,200710,8287,1631976,479399,6420,47,77280,270401,270401,2473810,,,24290,431542,,,,,,,2341,2914,0,663,,,,,98263,104181,122553,535723,3009533,8128784,11138317
Hokuriku,200710,1549,312407,101152,2610,0,20596,109116,109116,547430,,,11886,97908,,,,,,,1627,1563,38,201,,,,,17631,21060,29517,118968,666398,1641294,2307692
Kansai,200710,9515,2486488,404627,7142,,90923,496517,496517,3495212,,,,514342,,,,,,,2900,3628,4,883,,,,,48010,55425,48010,569767,4064979,8035362,12100341
Chugoku,200710,4490,863798,95025,1984,11,33017,294585,294585,1292910,,,,188406,,,,,,,643,5150,35,428,,,,,36930,43186,36930,231592,1524502,3649656,5174158
Shikoku,200710,1517,531204,72272,1052,,19276,106195,106195,731516,,,15367,132016,,,,,,,292,2601,8,353,,,,,36365,39619,51732,171635,903151,1489805,2392956
Kyushu,200710,6343,1591934,288286,4491,80,51976,358307,358307,2301417,,,51931,499123,,,,,,,1590,20209,8,774,,,,,41929,64510,93860,563633,2865050,4751858,7616908
