Company,Year_term,Electricity generated_Hydroelectric_Run-of-river (MWh),Electricity generated_Hydroelectric_With reservoir (MWh),Electricity generated_Hydroelectric_Pumped-storage (MWh),Electricity generated_Hydroelectric_Total hydroelectric (MWh),Electricity generated_Thermal power_Conventional (MWh),Electricity generated_Thermal power_Gas turbine (MWh),Electricity generated_Thermal power_Internal-combustion engine (MWh),Electricity generated_Thermal power_Total Thermal Power (MWh),Electricity generated_Nuclear power (MWh),Electricity generated_Renewable energy (MWh),Electricity generated_Other power sources (MWh),Electricity generated_Total Electricity generated (MWh),Electricity generated_Electricity purchesed_Total (MWh),Electricity generated_Electricity purchesed_Total surplus electricity (MWh),Electricity generated_Exchange among General Electricity Utilities (Net) (MWh),Electricity generated_Consumption by pumping at pumped-starage PSs_Total (MWh),Electricity generated_Grand total (MWh),Consumption in power stations_Hydroelectric (MWh),Consumption in power stations_Thermal power (MWh),Consumption in power stations_Nuclear power (MWh),Consumption in power stations_Renewable energy (MWh),Consumption in power stations_Other power sources (MWh),Consumption in power stations_Total (MWh),Electricity supply (at sending end) (MWh),Electricity supply (at user end) (MWh),Consuption at substations (MWh),Demand (MWh)
会社名,年期,供給力_水力発電所_自流式_自流式発電,供給力_水力発電所_貯水池式_貯水池式発電,供給力_水力発電所_揚水式_揚水式発電,供給力_水力発電所_揚水式_水力計,供給力_火力発電所_汽力,供給力_火力発電所_ガスタービン,供給力_火力発電所_内燃力,供給力_火力発電所_火力計,供給力_原子力発電所,供給力_新エネルギー等発電所,供給力_その他,供給力_発電計,供給力_他社受電_計,供給力_他社受電_自社余剰計,供給力_一般電気事業者間融通差引,供給力_揚水式発電所の揚水用電力_計,供給力_総合計,自社発電所所内用_水力,自社発電所所内用_火力,自社発電所所内用_原子力,自社発電所所内用_新エネルギー等,自社発電所所内用_その他,自社発電所所内用_計,送電端供給力,需要端供給力,変電所所内用,需要電力量
Kansai,199303,776327,70443,185863,1032633,,,,3831043,5997394,,,10861070,772669,,333323,-249113,11717949,7827,187313,271593,,,466733,11251216,10156376,14846,10141530
Chugoku,199303,321633,,73545,395178,,,,2209617,952317,,,3557112,1366247,,-408380,-94713,4420266,2067,132284,37522,,,171873,4248393,3810974,4176,3806798
Shikoku,199303,118190,53259,10846,182295,,,,1249970,610046,,,2042311,180893,,-178011,-4973,2040220,1429,64063,34320,,,99812,1940408,1761348,1583,1759765
Kyushu,199303,214225,21277,2919,238421,,,,3269588,1265363,,,4773372,910261,,-164949,-886,5517798,1615,152449,67248,,,221312,5296486,4859953,5531,4854422
Okinawa,199303,,,,,,,,235155,,,,235155,167350,,,,402505,,19063,,,,19063,383442,335817,270,335547
Hokkaido,199302,163746,21300,24213,209259,,,,985356,778098,,,1972713,154955,,-40800,-6196,2080672,1783,65550,41940,,,109273,1971399,1985307,4429,1980878
Tohoku,199302,656868,21093,8606,686567,,,,2816822,,,,3503389,1205774,,470781,-1860,5178084,3247,118333,3634,,,125214,5052870,4800625,6217,4794408
Tokyo,199302,474937,84303,205992,765232,,,,11792208,6311919,,,18869359,2212656,,-153790,-438385,20489840,6075,483139,279930,,,769144,19720696,19818118,28758,19789360
Chubu,199302,505115,,36592,541707,,,,5998921,1798175,,,8338803,679610,,335893,-56915,9297391,2933,271031,92047,,,366011,8931380,8691409,9571,8681838
Hokuriku,199302,300388,178637,,479025,,,,712577,113240,,,1304842,820734,,-186747,-2696,1936133,2533,36375,15831,,,54739,1881394,1800164,2011,1798153
Kansai,199302,726172,116575,87342,930089,,,,4391614,4693561,,,10015264,699276,,325797,-129909,10910428,6835,193530,216405,,,416770,10493658,10160755,13965,10146790
Chugoku,199302,299186,,69079,368265,,,,2636178,685058,,,3689501,964415,,-485358,-85631,4082927,1998,132826,28984,,,163808,3919119,3827931,3911,3824020
Shikoku,199302,71399,27590,21709,120698,,,,1080509,760347,,,1961554,159057,,-204700,-22746,1893165,1295,56547,39836,,,97678,1795487,1751379,1459,1749920
Kyushu,199302,122615,12754,3706,139075,,,,3175477,1065331,,,4379883,795576,,-61076,-3401,5110982,1384,146814,52008,,,200206,4910776,4797921,5122,4792799
Okinawa,199302,,,,,,,,242080,,,,242080,120424,,,,362504,,19026,,,,19026,343478,354619,228,354391
Hokkaido,199301,200326,28585,39334,268245,,,,998962,861470,,,2128677,136752,,-9954,-26075,2229400,2523,72456,46330,,,121309,2108091,1935506,4956,1930550
Tohoku,199301,604151,17812,4662,626625,,,,3079103,96809,,,3802537,1224756,,534657,-2618,5559332,3567,130141,9736,,,143444,5415888,5274456,6613,5267843
Tokyo,199301,592493,81044,290377,963914,,,,12061216,8025505,,,21050635,2198691,,-283670,-720939,22244717,6935,505922,347399,,,860256,21384461,20706951,31331,20675620
Chubu,199301,567981,,46889,614870,,,,6098513,1867972,,,8581355,782972,,358637,-75594,9647370,3441,283905,82677,,,370023,9277347,9090253,10683,9079570
Hokuriku,199301,316630,149776,,466406,,,,839562,44220,,,1350188,891050,,-195085,-3153,2043000,2600,43038,14643,,,60281,1982719,1955564,2240,1953324
Kansai,199301,767771,93683,118907,980361,,,,4847231,4824156,,,10651748,752481,,307308,-198397,11513140,7665,211771,220584,,,440020,11073120,10785933,15861,10770072
Chugoku,199301,252571,,68866,321437,,,,2627598,819814,,,3768849,1095008,,-442134,-100293,4321430,1808,129251,35722,,,166782,4154648,3968333,4459,3963874
Shikoku,199301,63774,30403,30017,124194,,,,1158334,841917,,,2124445,172648,,-205868,-39418,2051807,1424,60452,44325,,,106201,1945606,1791482,1675,1789807
Kyushu,199301,150902,15620,1066,167588,,,,3131278,1493684,,,4792550,879443,,-63891,-605,5607497,1513,148299,70984,,,220796,5386701,5240208,5893,5234315
Okinawa,199301,,,,,,,,289675,,,,289675,113078,,,,402753,20997,,,,,20997,381756,364385,266,364119
Hokkaido,199212,261382,33824,49953,345159,,,,979028,854491,,,2178678,148726,,-37887,-14113,2275404,1961,71366,45893,,,119220,2156184,1807149,3735,1803414
Tohoku,199212,686415,30443,2383,719241,,,,2988126,389398,,,4096765,1212149,,275894,-1523,5583285,2680,125681,21826,,,150187,5433098,4649247,5793,4643454
Tokyo,199212,576840,35606,230621,843067,,,,12195770,7490793,,,20529630,1735858,,-1250,-417032,21847206,5133,509913,339139,,,854185,20993021,18352078,28308,18323770
Chubu,199212,584730,,50499,635229,,,,6886099,1150017,,,8671345,720003,,336556,-44598,9683306,3164,304109,64271,,,371544,9311762,8116416,9432,8106984
Hokuriku,199212,319391,93263,,412654,,,,1033137,184,,,1445975,880872,,-220040,-1094,2105713,2166,48094,1720,,,51980,2053733,1831564,1969,1829595
Kansai,199212,683664,46276,156642,886582,,,,4583183,5150606,,,10620371,692910,,353482,-178976,11487787,6819,205474,226269,,,438562,11049225,9609040,13791,9595249
Chugoku,199212,172783,,32023,204806,,,,2141421,952322,,,3298549,1488473,,-420688,-33950,4332384,1347,121831,37900,,,161078,4171306,3621591,3746,3617845
Shikoku,199212,65459,30957,5052,101468,,,,1060497,841841,,,2003806,208804,,-178570,-2952,2031088,1426,59364,44331,,,105121,1925967,1681268,1594,1679674
Kyushu,199212,151293,21252,48,172593,,,,2527403,2023378,,,4723374,947842,,-107497,,5563719,1476,128867,91083,,,221426,5342293,4589446,5545,4583901
Okinawa,199212,,,,,,,,221045,,,,221045,183069,,,,404114,,18075,,,,18075,386039,359371,238,359133
Hokkaido,199211,237951,24887,35038,297876,,,,1127598,508380,,,1933854,190010,,-18662,-9463,2095739,1896,76888,39037,,,117821,1977918,1837738,3437,1834301
Tohoku,199211,565008,36218,286,601512,,,,2704436,375516,,,3681464,1080749,,326033,-3634,5084612,2340,118633,20549,,,141522,4943090,4525165,4973,4520192
Tokyo,199211,522107,26177,191909,740193,,,,11846429,6586564,,,19173186,1443993,,-118507,-378309,20120363,4329,490685,293738,,,788752,19331611,18569870,28726,18541144
Chubu,199211,481486,,38596,520082,,,,6708278,892245,,,8120605,600504,,263232,-55562,8928779,2879,280373,50644,,,333896,8594883,8285796,9511,8276285
Hokuriku,199211,275823,35682,,311505,,,,983678,,,,1295183,794560,,-154562,-688,1934493,1640,45150,,,,46790,1887703,1768052,1686,1766366
Kansai,199211,567443,19648,92917,680008,,,,5093579,3965819,,,9739406,585831,,241003,-159114,10407126,5725,224530,180745,,,411000,9996126,9539334,15157,9524177
Chugoku,199211,105585,,41555,147140,,,,2359858,560332,,,3067330,1279073,,-284912,-56606,4004885,1525,123693,32056,,,157274,3847611,3586575,3586,3582989
Shikoku,199211,47688,31327,6993,86008,,,,929319,814646,,,1829973,140367,,-126624,-9419,1834297,1300,58441,42823,,,102564,1731733,1563054,1474,1561580
Kyushu,199211,142010,15112,139,157261,,,,2750535,1590588,,,4498384,723061,,-127001,-724,5093720,1372,135183,84250,,,220805,4872915,4555640,5249,4550391
Okinawa,199211,,,,,,,,219038,,,,219038,179387,,,,398425,,17306,,,,17306,381119,420818,266,420552
Hokkaido,199210,223671,31640,49526,304837,,,,1256844,430716,,,1992397,168458,,-29666,-13011,2118178,1648,84472,27714,,,113834,2004344,1794145,2921,1791224
Tohoku,199210,439937,23972,953,464862,,,,3012547,389856,,,3867265,879115,,351152,-2356,5095176,2271,119000,21060,,,142331,4952845,4637045,4848,4632197
Tokyo,199210,593721,26020,269856,889597,,,,11169932,6978128,,,19037657,1615752,,-94336,-458357,20100716,4882,461909,297330,,,764121,19336595,18154629,29020,18125609
Chubu,199210,477435,,43531,520966,,,,6781848,1026506,,,8329320,657637,,190721,-73540,9104138,2743,275673,50583,,,328999,8775139,8406205,10419,8395786
Hokuriku,199210,241776,33375,,275151,,,,1120741,,,,1395892,659400,,-116842,-15275,1923175,1633,43581,,,,45214,1877961,1793415,1799,1791616
Kansai,199210,545511,22744,138219,706474,,,,5080017,4269006,,,10055497,550081,,166529,-180779,10591328,5668,229555,204419,,,439642,10151686,9880527,13851,9866676
Chugoku,199210,156382,,65912,222294,,,,2572319,342241,,,3136854,1117528,,-221987,-87924,3944471,1536,132434,21932,,,155902,3788569,3690695,3425,3687270
Shikoku,199210,96993,44493,10270,151756,,,,786369,841865,,,1779990,165120,,-104064,-8477,1832569,1264,53270,44316,,,98850,1733719,1639189,1551,1637638
Kyushu,199210,192243,21395,4214,217852,,,,2928391,1493364,,,4639607,620999,,-141507,-633,5118466,1513,143750,72529,,,217792,4900674,4895230,5551,4889679
Okinawa,199210,,,,,,,,301983,,,,301983,192416,,,,494399,,22714,,,,22714,471685,504644,280,504364
Hokkaido,199209,304166,47393,56000,407559,,,,1081083,416815,,,1905457,182920,,-35142,-12218,2041017,1825,76262,25312,,,103399,1937618,1887394,3029,1884365
Tohoku,199209,451050,37236,10823,499109,,,,3182700,144297,,,3826106,1064743,,158879,-25139,5024589,2438,129209,12979,,,144626,4879963,4756971,5236,4751735
Tokyo,199209,602763,23405,299453,925621,,,,11679234,7397311,,,20002166,1733643,,135874,-573080,21298603,4802,505175,304040,,,814017,20484586,21104762,31702,21073060
Chubu,199209,462991,,42507,505498,,,,7246934,1094885,,,8847317,613671,,280892,-62777,9679103,3108,319782,55191,,,378081,9301022,9466091,10074,9456017
Hokuriku,199209,252086,83461,,335547,,,,1197042,,,,1532589,665810,,-188711,-1924,2007764,1810,52259,,,,54069,1953695,1932951,1947,1931004
Kansai,199209,679268,108807,127067,915142,,,,5626611,4525952,,,11067705,641008,,144971,-183406,11670278,5777,266227,218542,,,490546,11179732,11603873,14486,11589387
Chugoku,199209,181717,,40659,222376,,,,2566885,458114,,,3247375,1223170,,-217561,-54060,4198924,1571,156521,25667,,,183759,4015165,4067799,3884,4063915
Shikoku,199209,120909,56402,38504,215815,,,,947784,814660,,,1978259,216327,,-185338,-29877,1979371,1365,60319,43507,,,105191,1874180,1853744,1718,1852026
Kyushu,199209,292391,34882,23042,350315,,,,3258504,1444354,,,5053173,849814,,-93864,-15636,5793487,1878,162868,70304,,,235050,5558437,5579138,6014,5573124
Okinawa,199209,,,,,,,,387385,,,,387385,191104,,,,578489,,27092,,,,27092,551397,548676,316,548360
Hokkaido,199208,311253,45427,70317,426997,,,,793991,817479,,,2038467,161095,,-62286,-13819,2123457,1093,62769,44672,,,108534,2014923,1837019,2921,1834098
Tohoku,199208,517878,55950,5624,579452,,,,3027813,384040,,,3991305,1102708,,409852,-3805,5500060,2545,135229,21288,,,159062,5340998,4813873,5800,4808073
Tokyo,199208,835546,38545,365452,1239543,,,,11735978,8803813,,,21779334,2610132,,-73122,-748159,23568185,4978,546878,356320,,,908176,22660009,21916812,32217,21884595
Chubu,199208,739734,,137574,877308,,,,6406765,1821537,,,9105610,904328,,320975,-211727,10119186,3661,319315,81488,,,404464,9714722,9504052,10924,9493128
Hokuriku,199208,368842,159235,,528077,,,,959286,,,,1487363,874876,,-208739,-7001,2146499,1963,49369,,,,51332,2095167,1948961,2076,1946885
Kansai,199208,1001878,136228,183148,1321254,,,,5487359,5507105,,,12315718,917670,,213130,-261611,13184907,6840,279335,266069,,,552244,12632663,12320597,15557,12305040
Chugoku,199208,313315,,52335,365650,,,,2303460,942348,,,3611458,1435538,,-320011,-58509,4668476,1707,155850,39323,,,196880,4471596,4263457,4159,4259298
Shikoku,199208,171833,92959,82274,347066,,,,953513,841270,,,2141849,325908,,-176954,-59498,2231305,1497,63931,44711,,,110139,2121166,1957835,1994,1955841
Kyushu,199208,450304,109921,69026,629251,,,,2730969,2089218,,,5449438,1022987,,-102845,-66882,6302698,2508,158206,95480,,,256194,6046504,5702611,6447,5696164
Okinawa,199208,,,,,,,,425843,,,,425843,204964,,,,630807,,28880,,,,28880,601927,570062,350,569712
Hokkaido,199207,232322,20933,26484,279739,,,,1123628,663137,,,2066504,133868,,-61330,-8959,2130083,985,79186,43519,,,123690,2006393,1743888,2960,1740928
Tohoku,199207,763188,55904,5346,824438,,,,2731245,389855,,,3945538,1094787,,366644,-11640,5395329,2883,126687,20804,,,150374,5244955,4724209,5271,4718938
Tokyo,199207,952058,115576,346754,1414388,,,,12326841,7800009,,,21541238,2796213,,-16797,-665901,23654753,5399,552715,333588,,,891702,22763051,18865736,31528,18834208
Chubu,199207,616390,,65704,682094,,,,7226782,1740621,,,9649497,787791,,352377,-97656,10692009,3220,339258,77225,,,419703,10272306,8843998,9998,8834000
Hokuriku,199207,422488,105054,,527542,,,,1106494,,,,1634036,742269,,-228223,-4137,2143945,1864,53956,,,,55820,2088125,1909575,2009,1907566
Kansai,199207,1030354,87445,147750,1265549,,,,5827990,5143438,,,12236977,866232,,235808,-209616,13129401,6243,280352,253157,,,539752,12589649,10279096,14794,10264302
Chugoku,199207,155030,,53457,208487,,,,2576333,857456,,,3642276,1501554,,-369632,-64075,4710123,1586,158416,37358,,,197360,4512763,3723711,4065,3719646
Shikoku,199207,109801,51403,27687,188891,,,,1266345,661697,,,2116933,239993,,-150429,-23777,2182720,1512,69337,42725,,,113574,2069146,1747376,1795,1745581
Kyushu,199207,346881,34360,27087,408328,,,,2966597,1979328,,,5354253,1053911,,-128418,-24889,6254857,2173,161389,92277,,,255839,5999018,4904486,6167,4898319
Okinawa,199207,,,,,,,,424296,,,,424296,202330,,,,626626,,28916,,,,28916,597710,498457,337,498120
Hokkaido,199206,356388,25875,40560,422823,,,,1009510,416815,,,1849148,133409,,-31291,-15605,1935661,2028,73583,29951,,,105562,1830099,1682502,2944,1679558
Tohoku,199206,758268,68016,4472,830756,,,,2222783,377276,,,3430815,1033109,,430382,-13370,4880936,2380,99664,19906,,,121950,4758986,4514008,4812,4509196
Tokyo,199206,951641,77033,238138,1266812,,,,10319834,6272542,,,17859188,2463580,,-88317,-387123,19847328,4504,479701,282710,,,766915,19080413,17534418,30798,17503620
Chubu,199206,661181,,49201,710832,,,,5998861,1325979,,,8035222,771737,,283836,-51205,9039590,2998,290556,62590,,,356144,8683446,7986768,9521,7977247
Hokuriku,199206,391269,171643,,562912,,,,847943,,,,1410855,680101,,-226510,-1267,1863179,1823,40338,,,,42161,1821018,1727415,1758,1725657
Kansai,199206,1055218,198893,129591,1383702,,,,4312774,4186931,,,9883407,817211,,198494,-181776,10717336,5957,219182,228861,,,454000,10263336,9229471,13459,9216012
Chugoku,199206,129201,,21812,151013,,,,2440427,589015,,,3180455,1084151,,-284932,-23948,3955726,1372,156288,26190,,,183850,3771876,3438371,3469,3434902
Shikoku,199206,99338,28783,23129,151250,,,,1190972,406834,,,1749056,208369,,-166115,-18741,1772569,1346,63010,29364,,,93720,1678849,1570754,1632,1569122
Kyushu,199206,274629,34257,7199,316085,,,,2423435,1683274,,,4422794,808646,,-115547,-591,5115302,1717,136179,74212,,,212108,4903194,4449122,5470,4443652
Okinawa,199206,,,,,,,,333862,,,,333862,188817,,,,522679,,24381,,,,24381,498298,425653,298,425355
Hokkaido,199205,360828,42162,39274,442264,,,,964707,430725,,,1837696,146202,,-10386,-23331,1950181,1955,71935,26181,,,100071,1850110,1745961,3174,1742787
Tohoku,199205,958347,64881,5985,1029213,,,,2101347,386948,,,3517508,1112530,,149777,-11586,4768229,2386,97322,20195,,,119903,4648326,4343706,4409,4339297
Tokyo,199205,1016531,79163,250792,1346486,,,,9996391,5772086,,,17114963,2282544,,24856,-481524,18940839,4486,457057,264850,,,726393,18214446,17820547,27867,17792680
Chubu,199205,913234,,78202,991436,,,,5314326,955310,,,7261072,890100,,351610,-62330,8440452,3180,256923,51436,,,311539,8128913,7931301,9256,7922045
Hokuriku,199205,542966,145642,,688608,,,,628230,,,,1316838,701534,,-223281,-3693,1791398,1833,32900,,,,34733,1756665,1698919,1718,1697201
Kansai,199205,1282141,118643,117907,1518691,,,,3757101,3913497,,,9189289,789873,,202139,-170186,10011115,5539,196398,178630,,,380567,9630548,9516405,12902,9503503
Chugoku,199205,251153,,13297,264450,,,,2040223,606679,,,2911352,1139852,,-232877,-21485,3796842,1392,141764,24988,,,168144,3628698,3435550,3178,3432372
Shikoku,199205,128415,71320,17384,217119,,,,985052,420369,,,1622540,234275,,-121331,-3687,1731797,1187,51347,23974,,,76508,1655289,1533151,1538,1531613
Kyushu,199205,254155,37108,7904,299167,,,,2107666,1739672,,,4146505,859362,,-140507,-7022,4858338,1682,113043,75574,,,190299,4668039,4603148,5214,4597934
Okinawa,199205,,,,,,,,268020,,,,268020,188469,,,,456489,,21104,,,,21104,435385,373893,248,373645
Hokkaido,199204,246034,30995,27987,305016,,,,951494,636843,,,1893353,118843,,-42749,-12453,1956994,2097,70313,37274,,,109684,1847310,1827309,3269,1824040
Tohoku,199204,1004164,37295,46,1041505,,,,2361400,377280,,,3780185,1099257,,-58886,-12374,4808182,3069,96382,19834,,,119285,4688897,4798709,4969,4793740
Tokyo,199204,891624,92787,218002,1202413,,,,10086103,5540128,,,16828644,2328977,,358952,-416967,19099606,4991,431542,253692,,,690225,18409381,18542451,28030,18514421
Chubu,199204,846117,,38354,884471,,,,5695929,791911,,,7372311,926286,,323532,-22148,8599981,2719,258533,44049,,,305301,8294680,8289737,9269,8280468
Hokuriku,199204,581323,156579,,737902,,,,540657,,,,1278559,907098,,-326965,-10358,1848334,1851,30311,,,,32162,1816172,1752182,1687,1750495
Kansai,199204,1278296,97733,87052,1463081,,,,3884851,3770888,,,9118820,854477,,160683,-113437,10020543,5879,186518,159107,,,351504,9669039,9652263,12933,9639330
Chugoku,199204,343124,,37449,380573,,,,1897300,606530,,,2884403,1205282,,-292644,-25403,3771638,1510,120658,24844,,,147012,3624626,3614622,3422,3611200
Shikoku,199204,140416,64010,19067,223493,,,,914916,528295,,,1666704,212433,,-121927,-7100,1750110,1119,45827,30138,,,77084,1673026,1629336,1416,1627920
Kyushu,199204,380682,78879,8596,468157,,,,1715010,1624153,,,3807320,911808,,4,-17,4719115,1741,87607,77673,,,167021,4552094,4583501,4944,4578557
Okinawa,199204,,,,,,,,285207,,,,285207,114300,,,,399507,,21786,,,,21786,377721,357341,235,357106
Hokkaido,199203,141904,23901,11838,177643,,,,1063437,861432,,,2102512,108060,,-79366,-678,2130528,2040,75157,46521,,,123718,2006810,1839277,4152,1835125
Tohoku,199203,820466,37474,2710,860650,,,,3037355,389856,,,4287861,1141248,,-97822,-11495,5319792,3390,123569,20354,,,147313,5172479,4642625,5894,4636731
Tokyo,199203,626743,90599,353128,1070470,,,,11960622,6152387,,,19183479,2533219,,429155,-763544,21382309,6339,484766,276561,,,767666,20614643,18586879,27832,18559047
Chubu,199203,716230,,33177,749407,,,,6922589,818316,,,8490312,734821,,312396,-42727,9494802,3521,291937,43548,,,339006,9155796,8496310,9836,8486474
Hokuriku,199203,492029,157545,,649574,,,,758046,,,,1407620,842831,,-249416,-4207,1996828,2162,39509,,,,41671,1955157,1849972,1922,1848050
Kansai,199203,1064794,31985,104898,1201677,,,,4617286,4352592,,,10171555,746895,,252700,-155167,11015983,6798,220875,191938,,,419611,10596372,9807372,13925,9793447
Chugoku,199203,376553,,22736,399289,,,,1837530,897658,,,3134477,1383178,,-352545,-22049,4143061,1662,117565,35706,,,154933,3988128,3672268,3785,3668483
Shikoku,199203,159019,68591,13540,241150,,,,1126428,573356,,,1940934,206944,,-170132,-10,1977736,1175,57713,40800,,,99688,1878048,1759681,1614,1758067
Kyushu,199203,402260,52424,10258,464942,,,,2035216,1739870,,,4240028,1019918,,-44970,-551,5214425,1715,112833,78153,,,192701,5021724,4592998,5181,4587817
Okinawa,199203,,,,,,,,272076,,,,272076,131014,,,,403090,,20363,,,,20363,382727,344116,256,343860
Hokkaido,199202,150019,33101,14270,197390,,,,1006373,805865,,,2009628,146748,,-71609,-124,2084643,1888,69007,43522,,,114417,1970226,1944516,4167,1940349
Tohoku,199202,476525,36236,5348,518109,,,,3179654,364704,,,4062467,1098079,,99462,-1486,5258522,3253,121588,19033,,,143874,5114648,4769512,6297,4763215
Tokyo,199202,460513,69906,321397,851816,,,,11869662,6388745,,,19110223,2419544,,167413,-784118,20913062,6285,463543,282007,,,751835,20161227,19533529,29338,19504191
Chubu,199202,449079,,33056,482135,,,,7422066,949169,,,8853370,389444,,299594,-47409,9494999,3279,299634,48476,,,351389,9143610,8758628,9751,8748877
Hokuriku,199202,234273,172343,,406616,,,,1183400,,,,1590016,602513,,-199024,,1993505,2682,47962,,,,50644,1942861,1857370,2045,1855325
Kansai,199202,715569,122375,68781,906725,,,,5127807,4512055,,,10546587,446067,,259156,-99833,11151977,6823,227425,194421,,,428669,10723308,10124980,14418,10110562
Chugoku,199202,249737,,42159,291896,,,,2030638,785787,,,3108321,1393378,,-339065,-48269,4114365,1702,121648,32197,,,155547,3958818,3807860,3735,3804125
Shikoku,199202,66953,24531,11785,103269,,,,1483771,393936,,,1980976,168663,,-186957,-8821,1953861,1375,69317,24518,,,95210,1858651,1748013,1523,1746490
Kyushu,199202,155003,13815,1217,170035,,,,2468173,1627313,,,4265521,923796,,-28970,-646,5159701,1493,123228,69253,,,193974,4965727,4684517,5073,4679444
Okinawa,199202,,,,,,,,207287,,,,207287,157033,,,,364320,,16641,,,,16641,347679,338555,221,338334
Hokkaido,199201,167126,31004,14522,212652,,,,1037098,861421,,,2111171,153362,,-85625,-259,2178649,2496,73026,46379,,,121901,2056748,1871427,4868,1866559
Tohoku,199201,590427,56420,10245,657092,,,,3066167,389856,,,4113115,1074770,,191269,,5379154,3385,120216,20524,,,144125,5235029,5143517,6502,5137015
Tokyo,199201,597360,51607,366243,1015210,,,,12537945,6283021,,,19836176,2469801,,108572,-897506,21517043,7403,481389,289080,,,777872,20739171,20356323,30641,20325682
Chubu,199201,505647,,43203,548850,,,,6627739,1686991,,,8863580,471990,,273822,-68805,9540587,3686,288561,74525,,,366772,9173815,9050417,10747,9039670
