Company,Year_term,Time-of-day lighting (customers),Time-of-day lighting (kW),Time-of-day lighting (MWh),High voltage power B/demand response (customers),High voltage power B/demand response (kW),High voltage power B/demand response (MWh),Extra-high voltage power/demand response (customers),Extra-high voltage power/demand response (kW),Extra-high voltage power/demand response (MWh),Midnight power (kW),Midnight power (customers),Midnight power (MWh),Snow melting power (kW),Snow melting power (customers),Snow melting power (MWh)
会社名,年期,時間帯別電灯_契約口数,時間帯別電灯_契約電力,時間帯別電灯_使用電力量,需給調整高圧B_契約口数,需給調整高圧B_契約電力,需給調整高圧B_使用電力量,需給調整特高_契約口数,需給調整特高_契約電力,需給調整特高_使用電力量,深夜電力_契約電力,深夜電力_契約口数,深夜電力_使用電力量,融雪用電力_契約電力,融雪用電力_契約口数,融雪用電力_使用電力量
Hokkaido,197607,,,,,,10160,,,178825,,,28149,,,6
Tohoku,197607,,,,,,,,,867118,,,81488,,,5
Tokyo,197607,,,,,,910,,,904547,,,57467,,,
Chubu,197607,,,,,,529,,,613080,,,173943,,,
Hokuriku,197607,,,,,,,,,384007,,,29019,,,
Kansai,197607,,,,,,237,,,1058953,,,77761,,,
Chugoku,197607,,,,,,,,,714769,,,103133,,,
Shikoku,197607,,,,,,,,,353102,,,44507,,,
Kyushu,197607,,,,,,,,,614500,,,76847,,,
Okinawa,197607,,,,,,,,,,,,,,,
Hokkaido,197606,,,,,,13693,,,173246,,,30991,,,2
Tohoku,197606,,,,,,,,,816420,,,90321,,,-1
Tokyo,197606,,,,,,905,,,891901,,,55413,,,
Chubu,197606,,,,,,497,,,585565,,,188717,,,
Hokuriku,197606,,,,,,,,,385329,,,32451,,,
Kansai,197606,,,,,,228,,,1009431,,,86452,,,
Chugoku,197606,,,,,,,,,671347,,,117955,,,
Shikoku,197606,,,,,,,,,355662,,,49578,,,
Kyushu,197606,,,,,,,,,569083,,,81925,,,
Okinawa,197606,,,,,,,,,,,,,,,
Hokkaido,197605,,,,,,6568,,,172364,,,34402,,,149
Tohoku,197605,,,,,,,,,767051,,,99921,,,3
Tokyo,197605,,,,,,889,,,850000,,,70384,,,
Chubu,197605,,,,,,449,,,553804,,,210627,,,
Hokuriku,197605,,,,,,,,,369155,,,35689,,,
Kansai,197605,,,,,,231,,,1018589,,,100587,,,
Chugoku,197605,,,,,,,,,609973,,,129642,,,
Shikoku,197605,,,,,,,,,359491,,,53351,,,
Kyushu,197605,,,,,,,,,575496,,,93753,,,
Okinawa,197605,,,,,,,,,,,,,,,
Hokkaido,197604,,,,,,6436,,,171926,,,37016,,,2675
Tohoku,197604,,,,,,,,,726263,,,111565,,,139
Tokyo,197604,,,,,,1001,,,849263,,,75366,,,
Chubu,197604,,,,,,439,,,570583,,,243953,,,
Hokuriku,197604,,,,,,,,,348522,,,40928,,,161
Kansai,197604,,,,,,221,,,949324,,,125262,,,
Chugoku,197604,,,,,,,,,608212,,,150378,,,
Shikoku,197604,,,,,,,,,355561,,,62566,,,
Kyushu,197604,,,,,,,,,552017,,,106587,,,
Okinawa,197604,,,,,,,,,,,,,,,
Hokkaido,197603,,,,1,33000,5887,8,448000,176472,256119,99483,36354,51008,7351,5411
Tohoku,197603,,,,,,,70,1917450,771337,694659,303790,105532,3834,799,426
Tokyo,197603,,,,1,2800,1002,55,2300000,892476,508195,128429,76144,,,
Chubu,197603,,,,1,2000,290,19,1480600,578682,1707979,559902,225861,,,
Hokuriku,197603,,,,,,,25,686100,316471,295848,103065,39331,5949,206,480
Kansai,197603,,,,1,990,190,86,2879200,998199,888758,244442,121982,,,
Chugoku,197603,,,,,,,30,1390150,604461,942337,323772,142033,,,
Shikoku,197603,,,,,,,15,739300,358757,447638,138578,59615,,,
Kyushu,197603,,,,,,,41,1372300,512520,777281,209184,95823,,,
Okinawa,197603,,,,,,,,,,,,,,,
Hokkaido,197602,,,,,,5549,,,161372,,,39742,,,10728
Tohoku,197602,,,,,,,,,735683,,,115094,,,987
Tokyo,197602,,,,,,961,,,840462,,,76587,,,
Chubu,197602,,,,,,286,,,561370,,,262374,,,
Hokuriku,197602,,,,,,,,,246400,,,42614,,,1262
Kansai,197602,,,,,,149,,,941747,,,137162,,,
Chugoku,197602,,,,,,,,,567975,,,160789,,,
Shikoku,197602,,,,,,,,,316356,,,66450,,,
Kyushu,197602,,,,,,,,,490543,,,113886,,,
Okinawa,197602,,,,,,,,,,,,,,,
Hokkaido,197601,,,,,,6520,,,161869,,,35682,,,5730
Tohoku,197601,,,,,,,,,741362,,,105608,,,407
Tokyo,197601,,,,,,854,,,795591,,,77299,,,
Chubu,197601,,,,,,283,,,574117,,,241858,,,
Hokuriku,197601,,,,,,,,,283874,,,41495,,,483
Kansai,197601,,,,,,150,,,898271,,,123254,,,
Chugoku,197601,,,,,,,,,575334,,,144747,,,
Shikoku,197601,,,,,,,,,349377,,,61475,,,
Kyushu,197601,,,,,,,,,454841,,,108477,,,
Okinawa,197601,,,,,,,,,,,,,,,
Hokkaido,197512,,,,,,6556,,,154034,,,31658,,,111
Tohoku,197512,,,,,,,,,774320,,,90369,,,23
Tokyo,197512,,,,,,794,,,810189,,,55116,,,
Chubu,197512,,,,,,311,,,568055,,,204542,,,
Hokuriku,197512,,,,,,,,,322666,,,35478,,,34
Kansai,197512,,,,,,146,,,931723,,,98537,,,
Chugoku,197512,,,,,,,,,587005,,,121975,,,
Shikoku,197512,,,,,,,,,362830,,,50521,,,
Kyushu,197512,,,,,,,,,480117,,,82698,,,
Okinawa,197512,,,,,,,,,,,,,,,
Hokkaido,197511,,,,,,6695,,,136524,,,27286,,,1
Tohoku,197511,,,,,,,,,765863,,,80554,,,
Tokyo,197511,,,,,,776,,,811535,,,46758,,,
Chubu,197511,,,,,,269,,,560250,,,184094,,,
Hokuriku,197511,,,,,,,,,343170,,,31820,,,
Kansai,197511,,,,,,171,,,911264,,,83765,,,
Chugoku,197511,,,,,,,,,571455,,,105205,,,
Shikoku,197511,,,,,,,,,355445,,,44068,,,
Kyushu,197511,,,,,,,,,472760,,,76289,,,
Okinawa,197511,,,,,,,,,,,,,,,
Hokkaido,197510,,,,,,11007,,,134833,,,22396,,,1
Tohoku,197510,,,,,,,,,824859,,,64104,,,
Tokyo,197510,,,,,,924,,,848770,,,39076,,,
Chubu,197510,,,,,,251,,,604022,,,149800,,,
Hokuriku,197510,,,,,,,,,357903,,,26389,,,
Kansai,197510,,,,,,158,,,988068,,,62129,,,
Chugoku,197510,,,,,,,,,589647,,,79587,,,
Shikoku,197510,,,,,,,,,367754,,,35286,,,
Kyushu,197510,,,,,,,,,467573,,,58433,,,
Okinawa,197510,,,,,,,,,,,,,,,
Hokkaido,197509,,,,1,33000,12160,7,403000,142974,227815,92575,21295,200,50,-19
Tohoku,197509,,,,,,,69,1913950,756542,602979,283687,58601,,,
Tokyo,197509,,,,1,2800,977,56,2342100,802442,407529,104505,32959,,,
Chubu,197509,,,,1,2000,241,19,1470600,582557,1582529,533917,137428,,,
Hokuriku,197509,,,,,,,25,681100,331023,281285,100622,25194,,,
Kansai,197509,,,,1,990,168,86,2880600,964665,798240,225139,55711,,,
Chugoku,197509,,,,,,,30,1452850,627125,844036,297350,73700,,,
Shikoku,197509,,,,,,,15,731100,347040,401408,128273,33536,,,
Kyushu,197509,,,,,,,40,1290800,472529,681261,186299,53706,,,
Okinawa,197509,,,,,,,,,,,,,,,
Hokkaido,197508,,,,,,9662,,,143513,,,22155,,,103
Tohoku,197508,,,,,,,,,668445,,,59911,,,
Tokyo,197508,,,,,,826,,,754790,,,33645,,,
Chubu,197508,,,,,,310,,,574295,,,139829,,,
Hokuriku,197508,,,,,,,,,296457,,,25490,,,
Kansai,197508,,,,,,141,,,888282,,,55995,,,
Chugoku,197508,,,,,,,,,639580,,,73596,,,
Shikoku,197508,,,,,,,,,305975,,,33098,,,
Kyushu,197508,,,,,,,,,501744,,,53713,,,
Okinawa,197508,,,,,,,,,,,,,,,
Hokkaido,197507,,,,,,9037,,,145235,,,23466,,,-99
Tohoku,197507,,,,,,,,,747827,,,63896,,,
Tokyo,197507,,,,,,972,,,836672,,,34177,,,
Chubu,197507,,,,,,375,,,581862,,,144428,,,
Hokuriku,197507,,,,,,,,,341881,,,26240,,,
Kansai,197507,,,,,,141,,,928133,,,59128,,,
Chugoku,197507,,,,,,,,,686056,,,82265,,,
Shikoku,197507,,,,,,,,,311666,,,35736,,,
Kyushu,197507,,,,,,,,,494599,,,57096,,,
Okinawa,197507,,,,,,,,,,,,,,,
Hokkaido,197506,,,,,,8842,,,140115,,,26009,,,4
Tohoku,197506,,,,,,,,,820817,,,71359,,,
Tokyo,197506,,,,,,978,,,863045,,,36621,,,
Chubu,197506,,,,,,380,,,578932,,,164834,,,
Hokuriku,197506,,,,,,,,,371793,,,29922,,,
Kansai,197506,,,,,,145,,,979328,,,70349,,,
Chugoku,197506,,,,,,,,,623772,,,96073,,,
Shikoku,197506,,,,,,,,,303180,,,39934,,,
Kyushu,197506,,,,,,,,,485775,,,66704,,,
Okinawa,197506,,,,,,,,,,,,,,,
Hokkaido,197505,,,,,,4602,,,130504,,,28583,,,85
Tohoku,197505,,,,,,,,,782192,,,75882,,,1
Tokyo,197505,,,,,,964,,,861306,,,43303,,,
Chubu,197505,,,,,,341,,,559298,,,175880,,,
Hokuriku,197505,,,,,,,,,358018,,,32163,,,-7
Kansai,197505,,,,,,164,,,950643,,,78669,,,
Chugoku,197505,,,,,,,,,552547,,,103732,,,
Shikoku,197505,,,,,,,,,281538,,,43123,,,
Kyushu,197505,,,,,,,,,467877,,,72760,,,
Okinawa,197505,,,,,,,,,,,,,,,
Hokkaido,197504,,,,,,6074,,,116464,,,30854,,,2551
Tohoku,197504,,,,,,,,,769382,,,85791,,,159
Tokyo,197504,,,,,,1024,,,845848,,,46263,,,
Chubu,197504,,,,,,261,,,549309,,,201594,,,
Hokuriku,197504,,,,,,,,,370587,,,36698,,,199
Kansai,197504,,,,,,173,,,908326,,,96994,,,
Chugoku,197504,,,,,,,,,563350,,,122046,,,
Shikoku,197504,,,,,,,,,296905,,,50863,,,
Kyushu,197504,,,,,,,,,427787,,,80677,,,
Okinawa,197504,,,,,,,,,,,,,,,
Hokkaido,197503,,,,1,33000,5507,7,387500,116744,214047,89978,30606,41010,5448,5268
Tohoku,197503,,,,,,,72,1938850,826144,532424,269434,80283,2350,349,381
Tokyo,197503,,,,1,2800,1106,64,2406300,908792,327210,84898,47434,,,
Chubu,197503,,,,1,2000,340,19,1482600,571106,1477925,515385,200184,,,
Hokuriku,197503,,,,,,,24,725600,327958,265057,98246,35313,5752,209,791
Kansai,197503,,,,1,990,167,89,2849950,904497,729333,212300,101239,,,
Chugoku,197503,,,,,,,32,1611650,565250,761198,274637,116736,,,
Shikoku,197503,,,,,,,15,708700,291281,362783,120035,49790,,,
Kyushu,197503,,,,,,,40,1312300,447350,606823,168653,77622,,,
Okinawa,197503,,,,,,,,,,,,,,,
Hokkaido,197502,,,,,,4248,,,113437,,,34028,,,8770
Tohoku,197502,,,,,,,,,750831,,,88955,,,517
Tokyo,197502,,,,,,992,,,835875,,,47949,,,
Chubu,197502,,,,,,412,,,541892,,,222874,,,
Hokuriku,197502,,,,,,,,,277300,,,38481,,,1198
Kansai,197502,,,,,,176,,,871009,,,113040,,,
Chugoku,197502,,,,,,,,,512559,,,130787,,,
Shikoku,197502,,,,,,,,,275490,,,53449,,,
Kyushu,197502,,,,,,,,,431099,,,87894,,,
Okinawa,197502,,,,,,,,,,,,,,,
Hokkaido,197501,,,,,,5524,,,127390,,,30629,,,6213
Tohoku,197501,,,,,,,,,869100,,,82527,,,361
Tokyo,197501,,,,,,823,,,856797,,,51223,,,
Chubu,197501,,,,,,440,,,596177,,,198227,,,
Hokuriku,197501,,,,,,,,,341674,,,37473,,,462
Kansai,197501,,,,,,177,,,886793,,,99077,,,
Chugoku,197501,,,,,,,,,548059,,,117105,,,
Shikoku,197501,,,,,,,,,291603,,,49355,,,
Kyushu,197501,,,,,,,,,469140,,,82017,,,
Okinawa,197501,,,,,,,,,,,,,,,
Hokkaido,197412,,,,,,5978,,,140727,,,26986,,,264
Tohoku,197412,,,,,,,,,874766,,,71944,,,36
Tokyo,197412,,,,,,1044,,,937072,,,36604,,,
Chubu,197412,,,,,,447,,,619606,,,183866,,,
Hokuriku,197412,,,,,,,,,398529,,,33083,,,46
Kansai,197412,,,,,,191,,,966627,,,86553,,,
Chugoku,197412,,,,,,,,,630378,,,102332,,,
Shikoku,197412,,,,,,,,,319876,,,42242,,,
Kyushu,197412,,,,,,,,,524696,,,64798,,,
Okinawa,197412,,,,,,,,,,,,,,,
Hokkaido,197411,,,,,,6064,,,150304,,,23235,,,
Tohoku,197411,,,,,,,,,854404,,,62783,,,
Tokyo,197411,,,,,,1008,,,948175,,,29077,,,
Chubu,197411,,,,,,523,,,632586,,,158163,,,
Hokuriku,197411,,,,,,,,,392021,,,29114,,,
Kansai,197411,,,,,,248,,,966442,,,66823,,,
Chugoku,197411,,,,,,,,,640278,,,86895,,,
Shikoku,197411,,,,,,,,,364787,,,36007,,,
Kyushu,197411,,,,,,,,,570006,,,59557,,,
Okinawa,197411,,,,,,,,,,,,,,,
Hokkaido,197410,,,,,,9036,,,146068,,,18895,,,
Tohoku,197410,,,,,,,,,883370,,,51795,,,
Tokyo,197410,,,,,,1064,,,1004431,,,24780,,,
Chubu,197410,,,,,,638,,,677409,,,131655,,,
Hokuriku,197410,,,,,,,,,409491,,,24630,,,
Kansai,197410,,,,,,284,,,1019252,,,49992,,,
Chugoku,197410,,,,,,,,,650301,,,70100,,,
Shikoku,197410,,,,,,,,,386373,,,29638,,,
Kyushu,197410,,,,,,,,,571362,,,46191,,,
Okinawa,197410,,,,,,,,,,,,,,,
Hokkaido,197409,,,,1,33000,14250,7,387500,142454,163612,79726,17424,,,-19
Tohoku,197409,,,,,,,72,1853750,807909,429078,247282,46757,,,
Tokyo,197409,,,,1,2800,959,64,2381700,1005903,251078,66796,20602,,,
Chubu,197409,,,,1,2000,708,19,1468100,653790,1286462,469446,123576,,,
Hokuriku,197409,,,,,,,24,724900,392036,248338,94907,23164,,,
Kansai,197409,,,,1,990,258,89,2775450,998582,618215,192653,44613,,,
Chugoku,197409,,,,,,,32,1604650,666596,675626,250338,61302,,,
Shikoku,197409,,,,,,,15,703700,370052,318711,109951,26506,,,
Kyushu,197409,,,,,,,39,1291200,575986,510927,145502,42897,,,
Okinawa,197409,,,,,,,,,,,,,,,
Hokkaido,197408,,,,,,9923,,,146483,,,17998,,,
Tohoku,197408,,,,,,,,,719810,,,47860,,,
Tokyo,197408,,,,,,933,,,972760,,,21129,,,
Chubu,197408,,,,,,658,,,665569,,,125393,,,
Hokuriku,197408,,,,,,,,,353235,,,23522,,,
Kansai,197408,,,,,,283,,,1010190,,,44728,,,
Chugoku,197408,,,,,,,,,698264,,,62800,,,
Shikoku,197408,,,,,,,,,376946,,,26787,,,
Kyushu,197408,,,,,,,,,567998,,,42392,,,
Okinawa,197408,,,,,,,,,,,,,,,
Hokkaido,197407,,,,,,10719,,,153871,,,18835,,,16
Tohoku,197407,,,,,,,,,802986,,,48491,,,
Tokyo,197407,,,,,,996,,,1034502,,,21435,,,
Chubu,197407,,,,,,695,,,667404,,,126051,,,
Hokuriku,197407,,,,,,,,,396517,,,23405,,,
Kansai,197407,,,,,,306,,,1061168,,,45121,,,
Chugoku,197407,,,,,,,,,715572,,,66289,,,
Shikoku,197407,,,,,,,,,364809,,,27634,,,
Kyushu,197407,,,,,,,,,568079,,,43521,,,
Okinawa,197407,,,,,,,,,,,,,,,
Hokkaido,197406,,,,,,,,,,,,21748,,,4
Tohoku,197406,,,,,,,,,,,,45541,,,
Tokyo,197406,,,,,,,,,,,,20429,,,
Chubu,197406,,,,,,,,,,,,142542,,,
Hokuriku,197406,,,,,,,,,,,,26033,,,
Kansai,197406,,,,,,,,,,,,51883,,,
Chugoku,197406,,,,,,,,,,,,75767,,,
Shikoku,197406,,,,,,,,,,,,32502,,,
Kyushu,197406,,,,,,,,,,,,49492,,,
Okinawa,197406,,,,,,,,,,,,,,,
Hokkaido,197405,,,,,,,,,,,,23447,,,
Tohoku,197405,,,,,,,,,,,,58341,,,
Tokyo,197405,,,,,,,,,,,,25651,,,
Chubu,197405,,,,,,,,,,,,132238,,,
Hokuriku,197405,,,,,,,,,,,,28139,,,
Kansai,197405,,,,,,,,,,,,59781,,,
Chugoku,197405,,,,,,,,,,,,83030,,,
Shikoku,197405,,,,,,,,,,,,33604,,,
Kyushu,197405,,,,,,,,,,,,53784,,,
Okinawa,197405,,,,,,,,,,,,,,,
Hokkaido,197404,,,,,,,,,,,,24561,,,
Tohoku,197404,,,,,,,,,,,,64127,,,
Tokyo,197404,,,,,,,,,,,,27008,,,
Chubu,197404,,,,,,,,,,,,152733,,,
Hokuriku,197404,,,,,,,,,,,,31963,,,
Kansai,197404,,,,,,,,,,,,78269,,,
Chugoku,197404,,,,,,,,,,,,97104,,,
Shikoku,197404,,,,,,,,,,,,40650,,,
Kyushu,197404,,,,,,,,,,,,59588,,,
Okinawa,197404,,,,,,,,,,,,,,,
Hokkaido,197403,,,,,,,,,,160130,78722,23809,,,
Tohoku,197403,,,,,,,,,,372632,234748,59305,,,
Tokyo,197403,,,,,,,,,,191010,52560,27583,,,
Chubu,197403,,,,,,,,,,1008634,460890,147019,,,
Hokuriku,197403,,,,,,,,,,218116,90157,29956,,,
Kansai,197403,,,,,,,,,,552563,174076,78854,,,
Chugoku,197403,,,,,,,,,,579755,223308,90736,,,
Shikoku,197403,,,,,,,,,,280699,101747,38654,,,
Kyushu,197403,,,,,,,,,,431927,127081,55776,,,
Okinawa,197403,,,,,,,,,,,,,,,
Hokkaido,197402,,,,,,,,,,,,26220,,,
Tohoku,197402,,,,,,,,,,,,64774,,,
Tokyo,197402,,,,,,,,,,,,29057,,,
Chubu,197402,,,,,,,,,,,,167721,,,
Hokuriku,197402,,,,,,,,,,,,32582,,,
Kansai,197402,,,,,,,,,,,,92442,,,
Chugoku,197402,,,,,,,,,,,,102958,,,
Shikoku,197402,,,,,,,,,,,,43437,,,
Kyushu,197402,,,,,,,,,,,,63857,,,
Okinawa,197402,,,,,,,,,,,,,,,
Hokkaido,197401,,,,,,,,,,,,22519,,,
Tohoku,197401,,,,,,,,,,,,57157,,,
Tokyo,197401,,,,,,,,,,,,28579,,,
Chubu,197401,,,,,,,,,,,,146655,,,
Hokuriku,197401,,,,,,,,,,,,31044,,,
Kansai,197401,,,,,,,,,,,,79509,,,
Chugoku,197401,,,,,,,,,,,,91794,,,
Shikoku,197401,,,,,,,,,,,,39092,,,
Kyushu,197401,,,,,,,,,,,,58012,,,
Okinawa,197401,,,,,,,,,,,,,,,
Hokkaido,197312,,,,,,,,,,,,19383,,,
Tohoku,197312,,,,,,,,,,,,50505,,,
Tokyo,197312,,,,,,,,,,,,20911,,,
Chubu,197312,,,,,,,,,,,,129984,,,
Hokuriku,197312,,,,,,,,,,,,27531,,,
Kansai,197312,,,,,,,,,,,,66871,,,
Chugoku,197312,,,,,,,,,,,,80543,,,
Shikoku,197312,,,,,,,,,,,,33466,,,
Kyushu,197312,,,,,,,,,,,,47809,,,
Okinawa,197312,,,,,,,,,,,,,,,
Hokkaido,197311,,,,,,,,,,,,16970,,,
Tohoku,197311,,,,,,,,,,,,43341,,,
Tokyo,197311,,,,,,,,,,,,15729,,,
Chubu,197311,,,,,,,,,,,,105364,,,
Hokuriku,197311,,,,,,,,,,,,24308,,,
Kansai,197311,,,,,,,,,,,,50089,,,
Chugoku,197311,,,,,,,,,,,,67495,,,
Shikoku,197311,,,,,,,,,,,,27829,,,
Kyushu,197311,,,,,,,,,,,,41244,,,
Okinawa,197311,,,,,,,,,,,,,,,
Hokkaido,197310,,,,,,,,,,,,14642,,,
Tohoku,197310,,,,,,,,,,,,35490,,,
Tokyo,197310,,,,,,,,,,,,12310,,,
Chubu,197310,,,,,,,,,,,,82788,,,
Hokuriku,197310,,,,,,,,,,,,20455,,,
Kansai,197310,,,,,,,,,,,,35085,,,
Chugoku,197310,,,,,,,,,,,,52942,,,
Shikoku,197310,,,,,,,,,,,,23135,,,
Kyushu,197310,,,,,,,,,,,,30822,,,
Okinawa,197310,,,,,,,,,,,,,,,
Hokkaido,197309,,,,,,,,,,114936,67708,13332,,,
Tohoku,197309,,,,,,,,,,267832,208798,31405,,,
Tokyo,197309,,,,,,,,,,123332,36477,10398,,,
Chubu,197309,,,,,,,,,,752952,397094,75341,,,
Hokuriku,197309,,,,,,,,,,193398,84912,18851,,,
Kansai,197309,,,,,,,,,,326513,150699,29684,,,
Chugoku,197309,,,,,,,,,,479253,194809,44336,,,
Shikoku,197309,,,,,,,,,,233037,90491,19367,,,
Kyushu,197309,,,,,,,,,,318391,99603,27504,,,
Okinawa,197309,,,,,,,,,,,,,,,
Hokkaido,197308,,,,,,,,,,,,13490,,,
Tohoku,197308,,,,,,,,,,,,30925,,,
Tokyo,197308,,,,,,,,,,,,9555,,,
Chubu,197308,,,,,,,,,,,,72328,,,
Hokuriku,197308,,,,,,,,,,,,18797,,,
Kansai,197308,,,,,,,,,,,,27626,,,
Chugoku,197308,,,,,,,,,,,,43116,,,
Shikoku,197308,,,,,,,,,,,,17708,,,
Kyushu,197308,,,,,,,,,,,,24984,,,
Okinawa,197308,,,,,,,,,,,,,,,
Hokkaido,197307,,,,,,,,,,,,14242,,,
Tohoku,197307,,,,,,,,,,,,32636,,,
Tokyo,197307,,,,,,,,,,,,9513,,,
Chubu,197307,,,,,,,,,,,,78802,,,
Hokuriku,197307,,,,,,,,,,,,19764,,,
Kansai,197307,,,,,,,,,,,,31329,,,
Chugoku,197307,,,,,,,,,,,,49122,,,
Shikoku,197307,,,,,,,,,,,,20417,,,
Kyushu,197307,,,,,,,,,,,,27485,,,
Okinawa,197307,,,,,,,,,,,,,,,
Hokkaido,197306,,,,,,,,,,,,15481,,,
Tohoku,197306,,,,,,,,,,,,35571,,,
Tokyo,197306,,,,,,,,,,,,10110,,,
Chubu,197306,,,,,,,,,,,,87075,,,
Hokuriku,197306,,,,,,,,,,,,22016,,,
Kansai,197306,,,,,,,,,,,,36771,,,
Chugoku,197306,,,,,,,,,,,,57849,,,
Shikoku,197306,,,,,,,,,,,,23131,,,
Kyushu,197306,,,,,,,,,,,,30852,,,
Okinawa,197306,,,,,,,,,,,,,,,
Hokkaido,197305,,,,,,,,,,,,16295,,,
Tohoku,197305,,,,,,,,,,,,36499,,,
Tokyo,197305,,,,,,,,,,,,12052,,,
Chubu,197305,,,,,,,,,,,,89795,,,
Hokuriku,197305,,,,,,,,,,,,22862,,,
Kansai,197305,,,,,,,,,,,,38132,,,
Chugoku,197305,,,,,,,,,,,,59361,,,
Shikoku,197305,,,,,,,,,,,,23748,,,
Kyushu,197305,,,,,,,,,,,,30694,,,
Okinawa,197305,,,,,,,,,,,,,,,
Hokkaido,197304,,,,,,,,,,,,17659,,,
Tohoku,197304,,,,,,,,,,,,40741,,,
Tokyo,197304,,,,,,,,,,,,12975,,,
Chubu,197304,,,,,,,,,,,,108632,,,
Hokuriku,197304,,,,,,,,,,,,25644,,,
Kansai,197304,,,,,,,,,,,,55097,,,
Chugoku,197304,,,,,,,,,,,,68933,,,
Shikoku,197304,,,,,,,,,,,,28060,,,
Kyushu,197304,,,,,,,,,,,,35004,,,
Okinawa,197304,,,,,,,,,,,,,,,
Hokkaido,197303,,,,,,,,,,111767,65909,16950,,,
Tohoku,197303,,,,,,,,,,232295,199994,38214,,,
Tokyo,197303,,,,,,,,,,89049,28088,13178,,,
Chubu,197303,,,,,,,,,,683322,389229,104091,,,
Hokuriku,197303,,,,,,,,,,174646,81235,24231,,,
Kansai,197303,,,,,,,,,,380365,137585,57645,,,
Chugoku,197303,,,,,,,,,,405521,172239,64614,,,
Shikoku,197303,,,,,,,,,,190658,82925,27055,,,
Kyushu,197303,,,,,,,,,,248746,83482,32492,,,
Okinawa,197303,,,,,,,,,,,,,,,
Hokkaido,197302,,,,,,,,,,,,18754,,,
Tohoku,197302,,,,,,,,,,,,41336,,,
Tokyo,197302,,,,,,,,,,,,13501,,,
Chubu,197302,,,,,,,,,,,,114079,,,
Hokuriku,197302,,,,,,,,,,,,26030,,,
Kansai,197302,,,,,,,,,,,,65305,,,
Chugoku,197302,,,,,,,,,,,,71443,,,
Shikoku,197302,,,,,,,,,,,,29103,,,
Kyushu,197302,,,,,,,,,,,,34895,,,
Okinawa,197302,,,,,,,,,,,,,,,
Hokkaido,197301,,,,,,,,,,,,15538,,,
Tohoku,197301,,,,,,,,,,,,37237,,,
Tokyo,197301,,,,,,,,,,,,12345,,,
Chubu,197301,,,,,,,,,,,,100790,,,
Hokuriku,197301,,,,,,,,,,,,24854,,,
Kansai,197301,,,,,,,,,,,,57738,,,
Chugoku,197301,,,,,,,,,,,,65114,,,
Shikoku,197301,,,,,,,,,,,,27314,,,
Kyushu,197301,,,,,,,,,,,,32601,,,
Okinawa,197301,,,,,,,,,,,,,,,
Hokkaido,197212,,,,,,,,,,,,14242,,,
Tohoku,197212,,,,,,,,,,,,33068,,,
Tokyo,197212,,,,,,,,,,,,9749,,,
Chubu,197212,,,,,,,,,,,,87014,,,
Hokuriku,197212,,,,,,,,,,,,22090,,,
Kansai,197212,,,,,,,,,,,,50254,,,
Chugoku,197212,,,,,,,,,,,,56518,,,
Shikoku,197212,,,,,,,,,,,,22536,,,
Kyushu,197212,,,,,,,,,,,,26462,,,
Okinawa,197212,,,,,,,,,,,,,,,
Hokkaido,197211,,,,,,,,,,,,125569,,,
Tohoku,197211,,,,,,,,,,,,29193,,,
Tokyo,197211,,,,,,,,,,,,6838,,,
Chubu,197211,,,,,,,,,,,,69777,,,
Hokuriku,197211,,,,,,,,,,,,19864,,,
Kansai,197211,,,,,,,,,,,,33017,,,
Chugoku,197211,,,,,,,,,,,,47646,,,
Shikoku,197211,,,,,,,,,,,,18683,,,
Kyushu,197211,,,,,,,,,,,,22026,,,
Okinawa,197211,,,,,,,,,,,,,,,
Hokkaido,197210,,,,,,,,,,,,10854,,,
Tohoku,197210,,,,,,,,,,,,25501,,,
Tokyo,197210,,,,,,,,,,,,5375,,,
Chubu,197210,,,,,,,,,,,,57640,,,
Hokuriku,197210,,,,,,,,,,,,17067,,,
Kansai,197210,,,,,,,,,,,,23930,,,
Chugoku,197210,,,,,,,,,,,,38455,,,
Shikoku,197210,,,,,,,,,,,,15315,,,
Kyushu,197210,,,,,,,,,,,,18338,,,
Okinawa,197210,,,,,,,,,,,,,,,
Hokkaido,197209,,,,,,,,,,82772,56371,10359,,,
Tohoku,197209,,,,,,,,,,177321,183388,23895,,,
Tokyo,197209,,,,,,,,,,56374,19860,4399,,,
Chubu,197209,,,,,,,,,,483033,335832,52443,,,
Hokuriku,197209,,,,,,,,,,153288,76331,16041,,,
Kansai,197209,,,,,,,,,,205370,120155,20881,,,
Chugoku,197209,,,,,,,,,,331125,149729,33723,,,
Shikoku,197209,,,,,,,,,,152573,73578,13825,,,
Kyushu,197209,,,,,,,,,,173321,64683,15790,,,
Okinawa,197209,,,,,,,,,,,,,,,
Hokkaido,197208,,,,,,,,,,,,10052,,,
Tohoku,197208,,,,,,,,,,,,23429,,,
Tokyo,197208,,,,,,,,,,,,4077,,,
Chubu,197208,,,,,,,,,,,,52882,,,
Hokuriku,197208,,,,,,,,,,,,15799,,,
Kansai,197208,,,,,,,,,,,,20042,,,
Chugoku,197208,,,,,,,,,,,,33132,,,
Shikoku,197208,,,,,,,,,,,,13346,,,
Kyushu,197208,,,,,,,,,,,,14671,,,
Okinawa,197208,,,,,,,,,,,,,,,
Hokkaido,197207,,,,,,,,,,,,10423,,,
Tohoku,197207,,,,,,,,,,,,24043,,,
